OCC|Date exportation|Pays d'exportation|Quantite|PU|PT|EQ DT|EQ EU|Devise|Produit
ecocert|2025-01-09|Allemagne|5400.0|3.0|16200|53573.4|16200.0|1.0|dattes standards
ecocert|2025-01-09|Allemagne|7560.0|3.0|22680|75002.76|22680.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|Allemagne|864.0|3.0|2592|8571.744|2592.0|1.0|dattes conditionnées
ecocert|2025-01-09|Belgique|21600.0|1.0|21600|71431.2|21600.0|1.0|dattes industruelles
ecocert|2025-01-09|France|800.0|3.0|2400|7936.8|2400.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|France|960.0|3.0|2880|9524.16|2880.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|France|3260.16|3.0|9780.48|32344.04736|9780.48|1.0|Dattes Dénoyautées
ecocert|2025-01-09|Turquia|21060.0|3.1|63392.706|209639.678742|63392.706|0.971|Dattes Dénoyautées
ecocert|2025-01-10|France|5184.0|3.0|15552|51446.016|15552.0|1.0|pâte de datte
ecocert|2025-01-10|Espagne|660.0|3.0|1980|6549.839999999999|1980.0|1.0|Dattes Branchées
ecocert|2025-01-10|Espagne|1000.0|3.0|3000|9924.0|3000.0|1.0|Dattes Branchées
ecocert|2025-01-10|Espagne|4480.0|3.0|13440|44459.52|13440.0|1.0|pâte de datte
ecocert|2025-01-10|Espagne|3000.0|3.0|9000|29772.0|9000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|2688.0|3.0|8064|26675.712|8064.0|1.0|Dattes Branchées
ecocert|2025-01-10|France|7680.0|3.0|23040|76216.31999999999|23040.0|1.0|Dattes découpées
ecocert|2025-01-10|France|2916.0|3.0|8748|28938.384|8748.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|3300.0|3.0|9900|32749.2|9900.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|1664.0|3.0|4992|16513.536|4992.0|1.0|pâte de datte
ecocert|2025-01-10|France|4000.0|3.0|12000|39696.0|12000.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|3402.0|3.0|10206|33761.448|10206.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|3888.0|3.0|11664|38584.512|11664.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|8640.0|3.0|25920|85743.36|25920.0|1.0|pâte de datte
ecocert|2025-01-10|Pays-Bas|17600.0|3.0|52800|174662.4|52800.0|1.0|Dattes Dénoyautées
ecocert|2025-01-13|Suisse|20000.0|3.0|60000|197640.0|60000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-13|Allemagne|2560.0|3.0|7680|25297.92|7680.0|1.0|Dattes Dénoyautées
ecocert|2025-01-14|France|1920.0|3.0|5760|19036.8|5760.0|1.0|Dattes Dénoyautées
ecocert|2025-01-14|France|3024.0|3.0|9072|29982.96|9072.0|1.0|dattes conditionnées
ecocert|2025-01-14|France|3456.0|3.0|10368|34266.24000000001|10368.0|1.0|dattes conditionnées
ecocert|2025-01-14|France|3780.0|3.0|11340|37478.7|11340.0|1.0|dattes standards
ecocert|2025-01-14|France|480.0|3.0|1440|4759.2|1440.0|1.0|Dattes Branchées
ecocert|2025-01-14|France|1440.0|3.0|4320|14277.6|4320.0|1.0|pâte de datte
ecocert|2025-01-14|France|540.0|3.4|1836|6067.98|1836.0|1.0|Poudre de dattes
ecocert|2025-01-14|France|600.0|3.0|1800|5949.0|1800.0|1.0|Dattes découpées
ecocert|2025-01-14|France|1440.0|3.0|4320|14277.6|4320.0|1.0|pâte de datte
ecocert|2025-01-15|France|600.0|3.0|1800|5959.8|1800.0|1.0|Dattes découpées
ecocert|2025-01-16|Allemagne|14000.0|3.0|42000|138852.0|42000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-16|Autriche|8160.0|3.0|24480|80930.88|24480.0|1.0|dattes standards
ecocert|2025-01-17|Espagne|8448.0|3.0|25344|83787.264|25344.0|1.0|pâte de datte
ecocert|2025-01-17|Danemark|11520.0|3.0|34560|114255.36|34560.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|2880.0|3.0|8640|28563.84|8640.0|1.0|pâte de datte
ecocert|2025-01-17|Allemagne|450.0|3.0|1350|4463.1|1350.0|1.0|pâte de datte
ecocert|2025-01-17|Allemagne|3240.0|3.0|9720|32134.32|9720.0|1.0|Poudre de dattes
ecocert|2025-01-17|Allemagne|4860.0|3.0|14580|48201.48|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|4860.0|3.0|14580|48201.48|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|1620.0|3.7|5994|19816.164|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|Suisse|20880.0|3.0|62640|207714.24|62640.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|480.0|3.0|1440|4775.04|1440.0|1.0|Dattes Branchées
ecocert|2025-01-21|France|2880.0|3.7|10656|35335.29599999999|10656.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|3024.0|3.7|11188.8|37102.0608|11188.800000000001|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|3024.0|3.0|9072|30082.752|9072.0|1.0|dattes conditionnées
ecocert|2025-01-21|France|3780.0|3.0|11340|37603.44|11340.0|1.0|dattes standards
ecocert|2025-01-21|France|1440.0|3.0|4320|14325.12|4320.0|1.0|pâte de datte
ecocert|2025-01-21|France|540.0|3.4|1836|6088.175999999999|1836.0|1.0|Poudre de dattes
ecocert|2025-01-21|France|1440.0|3.0|4320|14325.12|4320.0|1.0|pâte de datte
ecocert|2025-01-23|Suisse|256.0|3.0|768|2547.456|768.0|1.0|pâte de datte
ecocert|2025-01-23|Suisse|2304.0|3.0|6912|22927.104|6912.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|2592.0|3.0|7776|25792.992|7776.0|1.0|dattes conditionnées
ecocert|2025-01-23|Allemagne|2160.0|2.45|5292|17553.564|5292.0|1.0|pâte de datte
ecocert|2025-01-23|Allemagne|2160.0|3.4|7344|24360.048|7344.0|1.0|Poudre de dattes
ecocert|2025-01-23|Allemagne|2592.0|3.0|7776|25792.992|7776.0|1.0|dattes conditionnées
ecocert|2025-01-23|Allemagne|4860.0|3.0|14580|48361.86|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|1080.0|3.0|3240|10747.08|3240.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|1215.0|3.0|3645|12090.465|3645.0|1.0|dattes conditionnées
ecocert|2025-01-23|Belgique|21600.0|1.0|21600|71647.2|21600.0|1.0|dattes industruelles
ecocert|2025-01-24|Suisse|4608.0|3.0|13824|46033.92|13824.0|1.0|pâte de datte
ecocert|2025-01-24|Suisse|1200.0|3.4|4080|13586.4|4080.0|1.0|Poudre de dattes
ecocert|2025-01-24|Suisse|3500.0|3.4|11900|39627.0|11900.0|1.0|Poudre de dattes
ecocert|2025-01-24|Pays-Bas|3000.0|3.0|9000|29970.0|9000.0|1.0|Poudre de dattes
ecocert|2025-01-24|Italie|2080.0|3.0|6240|20779.2|6240.0|1.0|Dattes Dénoyautées
ecocert|2025-01-24|Italie|6300.0|3.0|18900|62937.0|18900.0|1.0|pâte de datte
ecocert|2025-01-27|Pays-Bas|17820.0|3.7|65934|220153.626|65934.0|1.0|Dattes Dénoyautées
ecocert|2025-01-27|Pays-Bas|20000.0|3.7|74000|247086.0|74000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-27|Belgique|22800.0|1.0|22800|76129.2|22800.0|1.0|dattes industruelles
ecocert|2025-02-03|Allemagne|17820.0|3.7|65934|217582.2|65934.0|1.0|Dattes Dénoyautées
ecocert|2025-02-06|Allemagne|2160.0|3.7|7992|26485.488|7992.0|1.0|Dattes Dénoyautées
ecocert|2025-02-06|Allemagne|1080.0|3.7|3996|13242.744|3996.0|1.0|Dattes Dénoyautées
ecocert|2025-02-06|Allemagne|1080.0|3.7|3996|13242.744|3996.0|1.0|Dattes Dénoyautées
ecocert|2025-02-06|Allemagne|12420.0|3.7|45954|152291.556|45954.0|1.0|Dattes Dénoyautées
ecocert|2025-02-06|Allemagne|1620.0|3.7|5994|19864.116|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-02-07|Autriche|16896.0|3.7|62515.2|207112.8576|62515.200000000004|1.0|Dattes Dénoyautées
ecocert|2025-02-11|Allemagne|1352.0|3.7|5002.400000000001|16517.9248|5002.400000000001|1.0|pâte de datte
ecocert|2025-02-11|Allemagne|3240.0|3.7|11988|39584.376|11988.0|1.0|Poudre de dattes
ecocert|2025-02-11|Allemagne|1080.0|3.7|3996|13194.792|3996.0|1.0|dattes standards
ecocert|2025-02-11|Allemagne|8640.0|3.7|31968|105558.336|31968.0|1.0|Dattes Dénoyautées
ecocert|2025-02-11|Allemagne|1728.0|3.7|6393.6|21111.6672|6393.6|1.0|dattes conditionnées
ecocert|2025-02-11|Allemagne|1080.0|3.7|3996|13194.792|3996.0|1.0|Dattes découpées
ecocert|2025-02-11|Slovaquie|17424.0|3.7|64468.8|212875.9776|64468.8|1.0|Dattes Dénoyautées
ecocert|2025-02-13|France|960.0|3.7|3552|11774.88|3552.0|1.0|Dattes Dénoyautées
ecocert|2025-02-13|France|3456.0|3.7|12787.2|42389.568|12787.2|1.0|dattes standards
ecocert|2025-02-13|France|3888.0|3.7|14385.6|47688.264|14385.6|1.0|dattes standards
ecocert|2025-02-13|France|3780.0|3.7|13986|46363.59|13986.0|1.0|dattes standards
ecocert|2025-02-13|France|1440.0|3.7|5328|17662.32|5328.0|1.0|pâte de datte
ecocert|2025-02-13|France|306.0|3.7|1132.2|3753.243|1132.2|1.0|Poudre de dattes
ecocert|2025-02-13|France|1620.0|3.7|5994|19870.11|5994.0|1.0|Poudre de dattes
ecocert|2025-02-13|France|600.0|3.7|2220|7359.3|2220.0|1.0|dattes standards
ecocert|2025-02-14|Slovaquie|17424.0|3.08|53665.92|178278.18624|53665.92|1.0|Dattes Dénoyautées
ecocert|2025-02-17|Slovaquie|17424.0|3.08|53665.92|177848.85888|53665.92|1.0|Dattes Dénoyautées
ecocert|2025-02-19|Allemagne|17820.0|3.08|54885.6|181616.4504|54885.6|1.0|dattes standards
ecocert|2025-02-20|Suisse|20000.0|3.08|61600|203834.4|61600.0|1.0|Dattes Dénoyautées
ecocert|2025-02-21|Italie|21060.0|3.08|64864.8|214832.2176|64864.8|1.0|Dattes Dénoyautées
ecocert|2025-02-24|France|1600.0|3.7|5920|19607.04|5920.0|1.0|pâte de datte
ecocert|2025-02-24|France|6020.0|3.5|21070|69783.84|21070.0|1.0|Poudre de dattes
ecocert|2025-02-24|Allemagne|19998.0|2.9|57994.2|192076.7904|57994.2|1.0|Dattes Dénoyautées
ecocert|2025-02-27|Allemagne|450.0|3.7|1665|5517.81|1665.0|1.0|pâte de datte
ecocert|2025-02-27|Allemagne|3240.0|3.7|11988|39728.232|11988.0|1.0|Poudre de dattes
ecocert|2025-02-27|Allemagne|2160.0|3.08|6652.8|22047.3792|6652.8|1.0|Dattes Dénoyautées
ecocert|2025-02-27|Allemagne|5400.0|3.08|16632|55118.448|16632.0|1.0|Dattes Dénoyautées
ecocert|2025-02-27|Allemagne|960.0|3.08|2956.8|9798.835200000001|2956.8|1.0|Dattes Dénoyautées
ecocert|2025-02-27|Allemagne|1620.0|3.08|4989.6|16535.5344|4989.6|1.0|Dattes Dénoyautées
ecocert|2025-03-01|Allemagne|21087.0|2.95|62206.65|206277.2514|62206.65|1.0|Dattes Dénoyautées
ecocert|2025-03-01|Slovaquie|17424.0|2.95|51400.8|170445.0528|51400.8|1.0|Dattes Dénoyautées
ecocert|2025-03-03|Allemagne|21087.0|2.95|62206.65|206277.2514|62206.65|1.0|Dattes Dénoyautées
ecocert|2025-03-03|Pays-Bas|20000.0|2.9|58000|192328.0|58000.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|1440.0|2.45|3528|11712.96|3528.0000000000005|1.0|pâte de datte
ecocert|2025-03-04|Allemagne|2700.0|3.7|9990|33166.8|9990.0|1.0|Poudre de dattes
ecocert|2025-03-04|Allemagne|2160.0|3.7|7992|26533.44|7992.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|2160.0|3.7|7992|26533.44|7992.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|1620.0|3.7|5994|19900.08|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|3240.0|3.7|11988|39800.16|11988.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|1620.0|3.7|5994|19900.08|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|480.0|3.7|1776|5896.32|1776.0|1.0|Dattes Dénoyautées
ecocert|2025-03-04|Allemagne|1080.0|3.7|3996|13266.72|3996.0|1.0|Dattes découpées
ecocert|2025-03-05|Espagne|10000.0|1.05|10500|35017.5|10500.0|1.0|pâte de datte
ecocert|2025-03-07|Slovaquie|5400.0|2.95|15930|53429.22000000001|15930.000000000002|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|21087.0|2.95|62206.65|208641.1041|62206.65|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|450.0|2.45|1102.5|3697.785|1102.5|1.0|pâte de datte
ecocert|2025-03-07|Allemagne|3240.0|3.7|11988|40207.752|11988.0|1.0|Poudre de dattes
ecocert|2025-03-07|Allemagne|2160.0|3.7|7992|26805.168|7992.0|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|2160.0|3.7|7992|26805.168|7992.0|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|5400.0|3.7|19980|67012.92|19980.0|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|960.0|3.7|3552|11913.408|3552.0|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Allemagne|1620.0|3.7|5994|20103.876|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Suisse|1440.0|3.0|4320|14489.28|4320.0|1.0|dattes conditionnées
ecocert|2025-03-07|Allemagne|21087.0|2.95|62206.65|208641.1041|62206.65|1.0|Dattes Dénoyautées
ecocert|2025-03-07|Espagne|8448.0|3.0|25344|85003.776|25344.0|1.0|dattes conditionnées
ecocert|2025-03-10|Pays-Bas|17820.0|3.7|65934|221010.768|65934.0|1.0|Dattes Dénoyautées
ecocert|2025-03-10|France|4000.0|3.0|12000|40224.0|12000.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|3888.0|3.0|11664|39097.728|11664.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|4374.0|3.0|13122|43984.944|13122.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|1664.0|3.0|4992|16733.184|4992.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|2000.0|3.0|6000|20112.0|6000.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|1440.0|3.0|4320|14480.64|4320.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|2688.0|3.0|8064|27030.528|8064.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|5120.0|3.0|15360|51486.72|15360.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|4620.0|3.0|13860|46458.72|13860.0|1.0|dattes conditionnées
ecocert|2025-03-10|France|4860.0|3.0|14580|48872.16|14580.0|1.0|dattes conditionnées
ecocert|2025-03-11|France|1920.0|3.7|7104|23869.44|7104.0|1.0|Dattes Dénoyautées
ecocert|2025-03-11|France|3456.0|3.7|12787.2|42964.992|12787.2|1.0|dattes conditionnées
ecocert|2025-03-11|France|5184.0|3.7|19180.8|64447.488|19180.8|1.0|dattes conditionnées
ecocert|2025-03-11|France|3240.0|3.7|11988|40279.68|11988.0|1.0|dattes standards
ecocert|2025-03-11|France|1440.0|2.45|3528|11854.08|3528.0000000000005|1.0|pâte de datte
ecocert|2025-03-11|Espagne|4480.0|3.0|13440|45158.4|13440.0|1.0|dattes conditionnées
ecocert|2025-03-11|Espagne|3000.0|3.0|9000|30240.0|9000.0|1.0|dattes conditionnées
ecocert|2025-03-11|France|720.0|2.45|1764|5927.040000000001|1764.0000000000002|1.0|pâte de datte
ecocert|2025-03-12|France|720.0|2.45|1764|5927.040000000001|1764.0000000000002|1.0|pâte de datte
ecocert|2025-03-12|Belgique|5200.0|3.0|15600|52416.0|15600.0|1.0|dattes conditionnées
ecocert|2025-03-12|Pays-Bas|17600.0|2.9|51040|171494.4|51040.0|1.0|Dattes Dénoyautées
ecocert|2025-03-14|Italie|3200.0|3.0|9600|32265.6|9600.0|1.0|dattes conditionnées
ecocert|2025-03-14|Italie|6300.0|3.0|18900|63522.9|18900.0|1.0|dattes conditionnées
ecocert|2025-03-14|Allemagne|21087.0|2.95|62206.65|209076.55065|62206.65|1.0|Dattes Dénoyautées
ecocert|2025-03-14|Allemagne|4480.0|3.9|17472|58723.39200000001|17472.0|1.0|Dattes Branchées
ecocert|2025-03-14|Allemagne|3840.0|3.9|14976|50334.336|14976.0|1.0|Dattes Dénoyautées
ecocert|2025-03-14|Allemagne|3600.0|3.9|14040|47188.44|14040.0|1.0|dattes conditionnées
ecocert|2025-03-14|Allemagne|2560.0|3.9|9984|33556.224|9984.0|1.0|dattes standards
ecocert|2025-03-17|Allemagne|1440.0|2.45|3528|11857.608|3528.0000000000005|1.0|pâte de datte
ecocert|2025-03-17|Allemagne|900.0|2.45|2205|7411.005|2205.0|1.0|pâte de datte
ecocert|2025-03-17|Allemagne|1620.0|3.7|5994|20145.834|5994.0|1.0|Poudre de dattes
ecocert|2025-03-17|Allemagne|1620.0|3.7|5994|20145.834|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-03-17|Allemagne|9180.0|3.7|33966|114159.726|33966.0|1.0|Dattes Dénoyautées
ecocert|2025-03-17|Allemagne|2592.0|3.7|9590.4|32233.3344|9590.4|1.0|Dattes Dénoyautées
ecocert|2025-03-17|Espagne|8448.0|3.0|25344|85181.18400000001|25344.0|1.0|Dattes Dénoyautées
ecocert|2025-03-18|Slovénie|1000.0|3.0|3000|10092.0|3000.0|1.0|pâte de datte
ecocert|2025-03-19|Suisse|3456.0|3.0|10368|34877.952|10368.0|1.0|dattes standards
ecocert|2025-03-19|Espagne|6000.0|3.0|18000|60552.0|18000.0|1.0|Poudre de dattes
ecocert|2025-03-20|Allemagne|2160.0|3.0|6480|21708.0|6480.0|1.0|pâte de datte
ecocert|2025-03-20|Allemagne|3024.0|3.0|9072|30391.2|9072.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|1620.0|3.0|4860|16281.0|4860.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|405.0|3.0|1215|4070.25|1215.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|2160.0|3.0|6480|21708.0|6480.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|4860.0|3.0|14580|48843.0|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|1080.0|3.0|3240|10854.0|3240.0|1.0|Dattes Dénoyautées
ecocert|2025-03-20|Allemagne|2160.0|3.0|6480|21708.0|6480.0|1.0|Dattes Dénoyautées
ecocert|2025-03-21|Belgique|21600.0|1.0|21600|72468.0|21600.0|1.0|dattes industruelles
ecocert|2025-03-22|Allemagne|21087.0|3.0|63261|211481.523|63261.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|1296.0|3.0|3888|13048.128|3888.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|2160.0|3.0|6480|21746.88|6480.0|1.0|pâte de datte
ecocert|2025-03-25|Allemagne|1728.0|3.0|5184|17397.504|5184.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|2160.0|3.0|6480|21746.88|6480.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|8640.0|3.0|25920|86987.51999999999|25920.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|480.0|3.0|1440|4832.639999999999|1440.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Allemagne|1080.0|3.0|3240|10873.44|3240.0|1.0|Dattes Dénoyautées
ecocert|2025-03-25|Slovaquie|21087.0|3.0|63261|212303.916|63261.0|1.0|Dattes Dénoyautées
ecocert|2025-03-26|Espagne|6000.0|3.0|18000|60336.0|18000.0|1.0|Poudre de dattes
ecocert|2025-03-28|Suisse|8448.0|3.0|25344|85029.12|25344.0|1.0|Dattes Dénoyautées
ecocert|2025-04-02|Belgique|22800.0|0.8|18240|61104.0|18240.0|1.0|dattes industruelles
ecocert|2025-04-03|France|11700.0|3.0|35100|118287.0|35100.0|1.0|Dattes Dénoyautées
ecocert|2025-04-08|Slovaquie|21087.0|3.0|63261|212556.96|63261.0|1.0|Dattes Dénoyautées
ecocert|2025-04-11|Slovaquie|17424.0|3.0|52272|177724.8|52272.0|1.0|Dattes Dénoyautées
ecocert|2025-04-11|Allemagne|405.0|1.5|607.5|2065.5|607.5|1.0|pâte de datte
ecocert|2025-04-11|Pays-Bas|17600.0|3.0|52800|179520.0|52800.0|1.0|Dattes Dénoyautées
ecocert|2025-04-17|Suisse|4608.0|3.0|13824|47001.6|13824.0|1.0|Dattes Dénoyautées
