OCC|Date exportation|Devise|EQ DT|EQ EU|PT|PU|Pays d'exportation|Quantite|Produit
les molins mahjoub|2025-08-31|1.0|373.4505599999999|109.8384|109.8384|9.34|france|11.76|pâte de tomate séché
les molins mahjoub|2025-09-01|1.0|671.772|197.58|197.58|17.8|france|11.1|harissa traditionnelle
les molins mahjoub|2025-09-02|1.0|75.87983999999999|22.3176|22.3176|5.47|france|4.08|sauce teboursok
les molins mahjoub|2025-09-03|1.0|75.87983999999999|22.3176|22.3176|5.47|france|4.08|sauce tebourba
les molins mahjoub|2025-09-04|1.0|2857.53|840.4499999999999|840.4499999999999|4.31|france|195.0|m'hamsa
les molins mahjoub|2025-09-05|1.0|3221.2212|947.418|947.418|10.76|france|88.05|pate d'artichaut
les molins mahjoub|2025-09-06|1.0|108.98496|32.0544|32.0544|2.12|france|15.12|pâte alimentaire
les molins mahjoub|2025-09-07|1.0|78.14016|22.9824|22.9824|9.12|france|2.52|sauce d'orange et artichaut
les molins mahjoub|2025-09-08|1.0|1888.02|555.3|555.3|6.17|france|90.0|citron confit
les molins mahjoub|2025-09-09|1.0|100.08648|29.4372|29.4372|13.26|france|2.22|piment doux
les molins mahjoub|2025-09-10|1.0|910.0031999999999|267.648|267.648|6.56|france|40.8|shak shuka
les molins mahjoub|2025-08-27|1.0|9420.222240000001|2787.048|2787.048|6.9|belgique|403.92|shak shuka
les molins mahjoub|2025-09-02|1.0|6163.056|1828.8|1828.8|10.16|danemark|180.0|pate d'olive
les molins mahjoub|2025-09-03|1.0|6590.1024|1955.52|1955.52|11.64|danemark|168.0|pâte de tomate séché
les molins mahjoub|2025-09-04|1.0|10241.16714|3038.922|3038.922|17.14|danemark|177.3|harissa traditionnelle
les molins mahjoub|2025-09-05|1.0|1601.424|475.2|475.2|13.2|danemark|36.0|harissa au citron et capre
les molins mahjoub|2025-09-06|1.0|424.56945|125.985|125.985|11.35|danemark|11.1|harissa
les molins mahjoub|2025-09-07|1.0|3654.0573|1084.29|1084.29|7.69|danemark|141.0|m'hamsa
les molins mahjoub|2025-09-08|1.0|1414.83384|419.8319999999999|419.8319999999999|10.29|danemark|40.8|shak shuka
les molins mahjoub|2025-09-09|1.0|7279.2|2160|2160.0|15.0|danemark|144.0|pate d'artichaut
les molins mahjoub|2025-09-10|1.0|776.577408|230.4384|230.4384|7.06|danemark|32.64|tige d'artichaut
les molins mahjoub|2025-09-11|1.0|953.7774000000002|283.02|283.02|8.9|danemark|31.8|confiture d'orange amer
les molins mahjoub|2025-09-12|1.0|504.6912000000001|149.76|149.76|10.4|danemark|14.4|confiture d'abricot
les molins mahjoub|2025-09-13|1.0|6470.400000000001|1920|1920.0|40.0|danemark|48.0|coriandre
les molins mahjoub|2025-09-14|1.0|504.6912000000001|149.76|149.76|10.4|danemark|14.4|confiture de citron
les molins mahjoub|2025-09-15|1.0|475.5744|141.12|141.12|9.8|danemark|14.4|confiture de framboise
les molins mahjoub|2025-09-17|1.15|351.9138073671439|11.592|102.8987740839602|8.876705838850949|uk|10.08|olive en saumure
les molins mahjoub|2025-09-18|1.15|603.6708922785731|19.319999999999997|176.5119568066003|9.136229648374758|uk|16.8|olive à l'ail
les molins mahjoub|2025-09-19|1.15|646.7902417270425|20.7|189.1199537213575|9.136229648374758|uk|18.0|olive au harissa
les molins mahjoub|2025-09-20|1.15|1364.374483454085|41.39999999999999|398.9399074427149|9.636229648374758|uk|36.0|pate d'olive
les molins mahjoub|2025-09-21|1.15|3218.852330696433|48.3|941.1848920165008|19.48622964837476|uk|42.0|capre
les molins mahjoub|2025-09-22|1.15|4196.872633671439|115.91999999999999|1227.155740839602|10.58622964837476|uk|100.8|tomate séché
les molins mahjoub|2025-09-23|1.15|4453.522944846951|138.00000000000003|1302.199691475717|9.43622964837476|uk|120.0|pâte de tomate séché
les molins mahjoub|2025-09-24|1.15|2014.033236991715|63.82499999999999|588.8986073075189|9.2267701889153|uk|55.5|harissa
les molins mahjoub|2025-09-25|1.15|861.7190402183935|8.210999999999999|251.9646316428051|30.68622964837476|uk|7.14|papreka
les molins mahjoub|2025-09-26|1.15|1437.853236211738|34.5|420.4249228689292|12.18622964837476|uk|30.0|harissa au citron et capre
les molins mahjoub|2025-09-27|1.15|1453.626001871945|70.38|425.0368426526155|6.039170824845347|uk|61.2|sauce tibar
les molins mahjoub|2025-09-28|1.15|726.8130009359725|35.190000000000005|212.5184213263078|6.039170824845347|uk|30.6|sauce teboursok
les molins mahjoub|2025-09-29|1.15|2374.25580305751|114.954|694.226842999272|6.039170824845347|uk|99.96|sauce tebourba
les molins mahjoub|2025-09-30|1.15|630.8016362117377|34.500000000000014|184.4449228689292|5.346229648374758|uk|30.0|ww m'hamsa
les molins mahjoub|2025-10-01|1.15|757.0989006239815|23.459999999999994|221.3739475508718|9.43622964837476|uk|20.4|citron confit
les molins mahjoub|2025-10-02|1.15|8861.341558373486|204.23999999999992|2591.03554338406|12.68622964837476|uk|177.6|piments grillés
les molins mahjoub|2025-10-03|1.15|9480.828610607687|398.81999999999994|2772.172108364821|6.950935530727699|uk|346.8|shak shuka
les molins mahjoub|2025-10-04|1.15|1084.20818896939|27.59999999999999|317.0199382951433|11.48622964837476|uk|24.0|artichaut
les molins mahjoub|2025-10-05|1.15|3297.966779186744|102.11999999999999|964.3177716920304|9.442986405131517|uk|88.8|tige d'artichaut
les molins mahjoub|2025-10-06|1.15|1153.329460768884|73.14000000000001|337.2308364821299|4.610757950261551|uk|63.6|confiture d'orange amer
les molins mahjoub|2025-10-07|1.15|2158.785320289805|99.36|631.223777862516|6.352896315041425|uk|86.4|confiture de figue
les molins mahjoub|2025-10-08|1.15|456.4108592089298|14.489999999999993|133.4534676049502|9.210039172184283|uk|12.6|sauce de citron et figue
les molins mahjoub|2025-09-18|1.0|572.88|168|168.0|8.75|france|19.2|olive au citron
les molins mahjoub|2025-09-19|1.0|186.5952|54.72|54.72|11.4|france|4.8|tomate séché
les molins mahjoub|2025-09-20|1.0|282.151584|82.7424|82.7424|6.76|france|12.24|shak shuka
les molins mahjoub|2025-09-25|1.0|547.9188|160.68|160.68|10.3|danemark|15.6|olive en saumure
les molins mahjoub|2025-09-26|1.0|364.188|106.8|106.8|14.24|danemark|7.5|olive au citron
les molins mahjoub|2025-09-27|1.0|3240.864|950.4000000000001|950.4000000000001|10.0|danemark|95.04|pate d'olive
les molins mahjoub|2025-09-28|1.0|1153.944|338.4|338.4|28.2|danemark|12.0|capre
les molins mahjoub|2025-09-29|1.0|1473.12|432|432.0|12.0|danemark|36.0|tomate séché
les molins mahjoub|2025-09-30|1.0|10305.94752|3022.272|3022.272|11.66|danemark|259.2|pâte de tomate séché
les molins mahjoub|2025-10-01|1.0|1460.575974|428.3214|428.3214|11.57|danemark|37.02|harissa
les molins mahjoub|2025-10-02|1.0|522.564768|153.2448|153.2448|6.26|danemark|24.48|sauce tibar
les molins mahjoub|2025-10-03|1.0|1388.0064|407.04|407.04|10.6|danemark|38.4|citron confit
les molins mahjoub|2025-10-04|1.0|656.766|192.6|192.6|10.7|danemark|18.0|slice de citron confit
les molins mahjoub|2025-10-05|1.0|2020.13856|592.416|592.416|14.96|danemark|39.6|artichaut
les molins mahjoub|2025-10-06|1.0|2123.4411|622.7099999999999|622.7099999999999|18.7|danemark|33.3|pate d'artichaut
les molins mahjoub|2025-10-07|1.0|3928.32|1152|1152.0|40.0|danemark|28.8|coriandre
les molins mahjoub|2025-10-08|1.0|481.2192000000001|141.12|141.12|9.8|danemark|14.4|confiture de framboise
les molins mahjoub|2025-10-09|0.86|18543.86816804745|182.31999999999996|5454.078872955133|29.91486876346607|usa|212.0|capre
les molins mahjoub|2025-10-10|0.86|17621.57938023653|444.7919999999998|5182.817464775449|11.65222725403211|usa|517.2|tomate séché
les molins mahjoub|2025-10-11|0.86|3689.636736641249|80.18639999999998|1085.18727548272|13.53330833511319|usa|93.24|pâte de tomate séché
les molins mahjoub|2025-10-12|0.86|4164.6318737069|120.74400000000003|1224.891727560853|10.1445349463398|usa|140.4|olive en saumure
les molins mahjoub|2025-10-13|0.86|47948.12691727455|721.3679999999998|14102.39026978663|19.54950908521952|usa|838.8|harissa traditionnelle
les molins mahjoub|2025-10-14|0.86|34435.21946794878|2992.7999999999997|10128.00572586729|3.384123805756245|usa|3480.0|m'hamsa
les molins mahjoub|2025-10-15|0.86|6980.222338275866|160.99199999999996|2053.006570081137|12.75222725403211|usa|187.2|piment doux
les molins mahjoub|2025-10-16|0.86|8193.235458637277|360.684|2409.775134893317|6.681125680355427|usa|419.4|harissa
les molins mahjoub|2025-10-17|0.86|2419.073864798851|18.7824|711.4923131761327|37.88079868260354|usa|21.84|papreka
les molins mahjoub|2025-10-18|0.86|23613.36778930153|998.976|6945.108173323981|6.95222725403211|usa|1161.6|citron confit
les molins mahjoub|2025-10-19|0.86|957.057254458445|50.56799999999999|281.4874277818956|5.566512968317822|usa|58.8|pate de citron confit
les molins mahjoub|2025-10-20|0.86|8246.460935527193|184.21200000000005|2425.429686919763|13.16651296831782|usa|214.2|sauce de citron et figue
les molins mahjoub|2025-10-21|0.86|10837.32436701205|162.28199999999995|3187.448343238838|19.6414164432213|usa|188.7|artichaut
les molins mahjoub|2025-10-22|0.86|31119.60839098145|842.1120000000002|9152.825997347485|10.86889392069877|usa|979.2|confiture de figue
les molins mahjoub|2025-10-23|0.86|764.0462992484545|70.176|224.7194997789572|3.202227254032108|usa|81.6|sauce teboursok
les molins mahjoub|2025-10-24|0.86|4007.50037896552|96.59519999999995|1178.676582048682|12.20222725403211|usa|112.32|confiture d'abricot
les molins mahjoub|2025-10-25|0.86|2325.33170948276|48.2976|683.9210910243411|14.16056058736544|usa|56.16|confiture de framboise
les molins mahjoub|2025-10-26|1.0|7486.129139842037|242.76000000000005|2201.802688188835|9.069874312855637|usa|242.76|shak shuka
les molins mahjoub|2025-10-09|1.0|1559.900969947527|458.7944029257433|458.7944029257433|21.84735252027349|belgique|21.0|capre
les molins mahjoub|2025-10-10|1.0|3194.957888376531|939.6934965813326|939.6934965813326|12.0473525202735|belgique|78.0|piment doux
les molins mahjoub|2025-10-11|1.0|2793.719828271585|821.6823024328193|821.6823024328193|6.847352520273494|belgique|120.0|citron confit
les molins mahjoub|2025-10-12|1.0|12085.7793735093|3554.640992208618|3554.640992208618|7.20029369674408|belgique|493.68|shak shuka
les molins mahjoub|2025-10-13|1.0|1763.201939895055|518.5888058514868|518.5888058514868|12.34735252027349|belgique|42.0|artichaut
les molins mahjoub|2025-10-14|1.0|528.9934304307407|inconnu|155.5863030678649|12.34811929110039|uae|12.6|olive en saumure
les molins mahjoub|2025-10-15|1.0|4630.032670768959|inconnu|1361.774314932047|11.34811929110039|uae|120.0|pate d'olive
les molins mahjoub|2025-10-16|1.0|1839.533880738412|inconnu|541.0393766877684|25.04811929110039|uae|21.6|capre
les molins mahjoub|2025-10-17|1.0|4574.667443445925|inconnu|1345.490424542919|13.34811929110039|uae|100.8|tomate séché
les molins mahjoub|2025-10-18|1.0|5181.298878215061|inconnu|1523.911434769135|10.67164870286509|uae|142.8|pâte de tomate séché
les molins mahjoub|2025-10-19|1.0|3373.672088184514|inconnu|992.2564965248572|22.34811929110039|uae|44.4|artichaut
les molins mahjoub|2025-10-20|1.0|11889.63191305503|inconnu|3496.950562663244|22.18595712893823|uae|157.62|harissa traditionnelle
les molins mahjoub|2025-10-21|1.0|3078.853721722963|inconnu|905.5452122714596|17.96716691014801|uae|50.4|pate d'ail
les molins mahjoub|2025-10-22|1.0|3965.76|1166.4|1166.4|10.8|danemark|108.0|pate d'olive
les molins mahjoub|2025-10-23|1.0|1485.12|436.8|436.8|11.66666666666667|danemark|37.44|tomate séché
les molins mahjoub|2025-10-24|1.0|1448.4|426|426.0|19.18918918918919|danemark|22.2|harissa traditionnelle
les molins mahjoub|2025-10-25|1.0|1615.68|475.2|475.2|13.2|danemark|36.0|harissa au citron et capre
les molins mahjoub|2025-10-26|1.0|1028.16|302.4|302.4|12.6|danemark|24.0|piment doux
les molins mahjoub|2025-10-27|1.0|5026.560000000001|1478.4|1478.4|16.87671232876713|danemark|87.6|pate d'artichaut
les molins mahjoub|2025-10-22|1.0|1861.606684734381|547.5313778630532|547.5313778630532|8.774541311907903|belgique|62.4|pate d'olive
les molins mahjoub|2025-10-23|1.0|2243.494684734381|659.8513778630532|659.8513778630532|10.5745413119079|belgique|62.4|tomate séché
les molins mahjoub|2025-10-24|1.0|5449.526075068953|1602.801786784986|1602.801786784986|18.51237914974574|belgique|86.58|harissa traditionnelle
les molins mahjoub|2025-10-25|1.0|5497.262075068953|1616.841786784986|1616.841786784986|18.6745413119079|belgique|86.58|pate d'artichaut
les molins mahjoub|2025-11-19|1.0|861.84|252|252.0|4.0|france|63.0|olive en saumure
les molins mahjoub|2025-11-20|1.0|5540.4|1620|1620.0|4.5|france|360.0|pate d'olive
les molins mahjoub|2025-11-21|1.0|4883.76|1428|1428.0|3.5|france|408.0|olive au citron
les molins mahjoub|2025-11-22|1.0|881.21088|257.664|257.664|6.1|france|42.24|artichaut
les molins mahjoub|2025-11-23|1.0|2603.43396|761.238|761.238|7.62|france|99.9|pate d'artichaut
les molins mahjoub|2025-11-24|1.0|2631.4848|769.44|769.44|4.58|france|168.0|citron confit
les molins mahjoub|2025-11-25|1.0|350.374896|102.4488|102.4488|2.79|france|36.72|tige d'artichaut
les molins mahjoub|2025-11-26|1.0|157.5936|46.08|46.08|4.8|france|9.6|piment cayenne
les molins mahjoub|2025-11-27|1.0|619.53984|181.152|181.152|5.1|france|35.52|harissa
les molins mahjoub|2025-11-19|1.0|3447.36|1008|1008.0|10.0|danemark|100.8|pate d'olive
les molins mahjoub|2025-11-20|1.0|5972.009472|1746.2016|1746.2016|11.66|danemark|149.76|pâte de tomate séché
les molins mahjoub|2025-11-21|1.0|7017.019200000001|2051.76|2051.76|16.6|danemark|123.6|harissa traditionnelle
les molins mahjoub|2025-11-22|1.0|4479.877152|1309.9056|1309.9056|10.07|danemark|130.08|harissa
les molins mahjoub|2025-11-23|1.0|698.796288|204.3264|204.3264|6.26|danemark|32.64|sauce tastour
les molins mahjoub|2025-11-24|1.0|3241.134|947.6999999999999|947.6999999999999|8.1|danemark|117.0|m'hamsa
les molins mahjoub|2025-11-25|1.0|636.0379199999999|185.976|185.976|2.46|danemark|75.6|pâte alimentaire
les molins mahjoub|2025-11-26|1.0|1740.096|508.8|508.8|10.6|danemark|48.0|citron confit
les molins mahjoub|2025-11-27|1.0|789.6096000000001|230.88|230.88|13.0|danemark|17.76|tige d'artichaut
les molins mahjoub|2025-11-28|1.0|2855.5632|834.9599999999999|834.9599999999999|9.94|danemark|84.0|sauce de citron et figue
les molins mahjoub|2025-11-20|1.0|2061.98304|606.4656|606.4656|9.719|belgique|62.4|pate d'olive
les molins mahjoub|2025-11-21|1.0|3729.454559999999|1096.8984|1096.8984|11.719|belgique|93.6|tomate séché
les molins mahjoub|2025-11-22|1.0|5462.613468|1606.65102|1606.65102|18.55683783783784|belgique|86.58|harissa traditionnelle
les molins mahjoub|2025-11-23|1.0|3673.566312|1080.46068|1080.46068|18.719|belgique|57.72|pate d'artichaut
les molins mahjoub|2025-12-04|1.14|1638.420189495214|54.71999999999999|480.475128884227|8.780612735457366|uk|48.0|olive à l'ail
les molins mahjoub|2025-12-05|1.14|204.8025236869018|6.84|60.05939111052838|8.780612735457366|uk|6.0|olive au harissa
les molins mahjoub|2025-12-06|1.14|1731.717789495214|54.720000000000006|507.8351288842271|9.280612735457366|uk|48.0|pate d'olive
les molins mahjoub|2025-12-07|1.14|3569.680509495214|54.71999999999999|1046.827128884227|19.13061273545737|uk|48.0|capre
les molins mahjoub|2025-12-08|1.14|4772.458073738036|136.79999999999998|1399.547822210568|10.23061273545737|uk|120.0|tomate séché
les molins mahjoub|2025-12-09|1.14|3488.821017103841|63.26999999999998|1023.114667772387|16.17061273545736|uk|55.5|harissa traditionnelle
les molins mahjoub|2025-12-10|1.14|3062.145451366146|101.23199999999999|897.9898684358199|8.870612735457366|uk|88.8|harissa
les molins mahjoub|2025-12-11|1.14|4966.954986364231|123.11999999999996|1456.585039989511|11.83061273545737|uk|108.0|harissa au citron et capre
les molins mahjoub|2025-12-12|1.14|1351.468213606398|69.768|396.3249893273895|5.680612735457366|uk|61.2|sauce tibar
les molins mahjoub|2025-12-13|1.14|675.7341068031991|34.88399999999999|198.1624946636947|5.680612735457366|uk|30.6|sauce tastour
les molins mahjoub|2025-12-14|1.14|810.8809281638388|41.8608|237.7949935964337|5.680612735457366|uk|36.72|sauce teboursok
les molins mahjoub|2025-12-15|1.14|3603.915236283728|186.048|1056.866638206372|5.680612735457366|uk|163.2|sauce tebourba
les molins mahjoub|2025-12-16|1.14|1270.799062121411|41.04|372.6683466631703|9.080612735457366|uk|36.0|citron confit
les molins mahjoub|2025-12-17|1.14|1596.202997462305|37.96199999999998|468.0947206634325|12.33061273545737|uk|33.3|piment doux
les molins mahjoub|2025-12-18|1.14|2090.620392541864|93.024|613.085159103186|6.590612735457366|uk|81.6|shak shuka
les molins mahjoub|2025-12-19|1.14|4153.83781899043|109.43999999999994|1218.134257768454|11.13061273545737|uk|96.0|artichaut
les molins mahjoub|2025-12-20|1.14|1813.908673572689|44.28899999999998|531.9380274406712|12.01061273545737|uk|38.85|pate d'artichaut
les molins mahjoub|2025-12-21|1.14|1569.044848883073|50.616|460.13045421791|9.090612735457366|uk|44.4|tige d'artichaut
les molins mahjoub|2025-12-22|1.14|1050.915711881159|72.504|308.1864257716009|4.250612735457366|uk|63.6|confiture d'orange amer
les molins mahjoub|2025-12-23|1.14|839.7641501214108|41.04|246.2651466631703|6.000612735457366|uk|36.0|confiture d'abricot
les molins mahjoub|2025-12-24|1.14|1847.481130267104|90.28800000000001|541.7833226589747|6.000612735457366|uk|79.2|confiture de figue
les molins mahjoub|2025-12-25|1.14|650.2709798137406|21.546|190.6953019981644|8.850612735457366|uk|18.9|sauce d'orange et artichaut
les molins mahjoub|2025-12-25|1.0|2526.2461224|65.52|740.83464|11.307|taiwan|65.52|olive en saumure
les molins mahjoub|2025-12-26|1.0|3351.348|63|982.8|15.6|taiwan|63.0|olive au citron
les molins mahjoub|2025-12-27|1.0|3609.144|100.80000000000001|1058.4|10.5|taiwan|100.8|olive à l'ail
les molins mahjoub|2025-12-28|1.0|3609.144|100.80000000000001|1058.4|10.5|taiwan|100.8|olive au harissa
les molins mahjoub|2025-12-29|1.0|3702.4416|139.2|1085.76|7.8|taiwan|139.2|pate d'olive
les molins mahjoub|2025-12-30|1.0|2475.66|30|726.0|24.2|taiwan|30.0|capre
les molins mahjoub|2025-12-31|1.0|2177.3532|102|638.52|6.26|taiwan|102.0|sauce tibar
les molins mahjoub|2026-01-01|1.0|2177.3532|102|638.52|6.26|taiwan|102.0|sauce tastour
les molins mahjoub|2026-01-02|1.0|2177.3532|102|638.52|6.26|taiwan|102.0|sauce teboursok
les molins mahjoub|2026-01-03|1.0|2177.3532|102|638.52|6.26|taiwan|102.0|sauce tebourba
les molins mahjoub|2026-01-04|1.0|5756.228676|128.76|1688.0436|13.11|taiwan|128.76|artichaut
les molins mahjoub|2026-01-05|1.0|8111.162400000001|317.99999999999994|2378.64|7.48|taiwan|318.0|confiture d'orange amer
les molins mahjoub|2026-01-06|1.0|4294.832256|167.04000000000002|1259.4816|7.54|taiwan|167.04|confiture d'abricot
les molins mahjoub|2026-01-07|1.0|4499.89056|167.04|1319.616|7.9|taiwan|167.04|confiture de figue
les molins mahjoub|2026-01-08|1.0|4055.597568|167.04000000000002|1189.3248|7.12|taiwan|167.04|confiture de framboise
les molins mahjoub|2026-01-09|1.0|4673.84148|105.84|1370.628|12.95|taiwan|105.84|sauce de citron et figue
les molins mahjoub|2026-01-10|1.0|3836.25|30|1125.0|37.5|taiwan|30.0|coriandre
les molins mahjoub|2026-01-11|1.0|5114.083392|190.08|1499.7312|7.89|taiwan|190.08|confiture de citron
les molins mahjoub|2026-01-12|1.0|2782.0485|62.99999999999999|815.8499999999999|12.95|taiwan|63.0|sauce d'orange et artichaut
les molins mahjoub|2025-12-25|0.86|910.123275308489|47.987999999999985|266.8983212048355|5.561772134801108|usa|55.8|olive à l'ail
les molins mahjoub|2025-12-26|0.86|36710.76490470723|350.8799999999999|10765.62020665901|30.68177213480111|usa|408.0|capre
les molins mahjoub|2025-12-27|0.86|14216.54986470723|350.8799999999999|4169.076206659012|11.88177213480111|usa|408.0|tomate séché
les molins mahjoub|2025-12-28|0.86|7525.917502050306|160.37279999999996|2207.013930220031|13.76177213480111|usa|186.48|pâte de tomate séché
les molins mahjoub|2025-12-29|0.86|29091.5671756634|650.1599999999997|8531.251371162287|13.12177213480111|usa|756.0|harissa traditionnelle
les molins mahjoub|2025-12-30|0.86|10853.32168612138|309.25599999999986|3182.792283320051|10.29177213480111|usa|359.6|olive en saumure
les molins mahjoub|2025-12-31|0.86|202.2496167352199|10.664|59.31073804551902|5.561772134801108|usa|12.4|olive au harissa
les molins mahjoub|2026-01-01|0.86|13079.87410470723|350.88|3835.740206659013|10.93177213480111|usa|408.0|pate d'olive
les molins mahjoub|2026-01-02|0.86|7766.350372353616|175.43999999999994|2277.522103329506|12.98177213480111|usa|204.0|piment doux
les molins mahjoub|2026-01-03|0.86|3902.321087827095|162.28199999999998|1144.375685579793|7.051772134801107|usa|188.7|harissa
les molins mahjoub|2026-01-04|0.86|3050.427115076734|23.477999999999998|894.5534061808604|38.10177213480111|usa|27.3|papreka
les molins mahjoub|2026-01-05|0.86|6116.191345115149|249.74400000000003|1793.604500033768|7.181772134801108|usa|290.4|citron confit
les molins mahjoub|2026-01-06|0.86|21993.34691245419|324.56399999999996|6449.661851159586|19.87177213480111|usa|377.4|pate d'artichaut
les molins mahjoub|2026-01-07|0.86|1318.014362534515|49.226400000000005|386.5144758165733|7.851772134801108|usa|57.24|confiture d'orange amer
les molins mahjoub|2026-01-08|0.86|2368.603315494996|48.29759999999998|694.6050778577699|14.38177213480111|usa|56.16|confiture de framboise
les molins mahjoub|2026-01-09|0.86|3695.50629423651|315.7919999999998|1083.726185993111|3.431772134801108|usa|367.2|sauce teboursok
les molins mahjoub|2026-01-10|0.86|50131.42325108935|4334.399999999999|14701.29714108192|3.391772134801108|usa|5040.0|m'hamsa
les molins mahjoub|2026-01-11|0.86|1889.952391656919|44.58239999999999|554.2382380225569|12.43177213480111|usa|51.84|confiture de citron
les molins mahjoub|2026-01-12|0.86|4777.379656688322|112.6944|1400.99110166813|12.43177213480111|usa|131.04|confiture d'abricot
les molins mahjoub|2026-01-13|0.86|1867.894592178121|42.26039999999999|547.7696751255487|12.96177213480111|usa|49.14|sauce d'orange et artichaut
les molins mahjoub|2026-01-14|0.86|19649.29960967272|374.61599999999993|5762.257950050652|15.38177213480111|usa|435.6|artichaut
